Hours_Studied,Attendance,Previous_Scores,Motivation_Level,Family_Income,Teacher_Quality,School_Type,Parental_Education_Level,Exam_Score
13,69,72,Low,High,Medium,Public,High School,63
13,96,100,Medium,Medium,High,Public,High School,71
24,76,69,Low,Low,Medium,Private,High School,65
20,83,58,Medium,Low,High,Public,High School,66
19,93,81,Medium,High,Medium,Private,College,68
17,68,63,Medium,Low,Medium,Public,High School,61
18,91,96,Medium,Low,Medium,Private,Postgraduate,71
26,84,71,Medium,Medium,Medium,Public,High School,70
18,96,57,Low,Low,Medium,Public,High School,66
12,67,57,Low,Low,Medium,Private,College,61
24,77,82,Low,Medium,Medium,Private,High School,67
19,93,68,Medium,High,High,Public,Postgraduate,72
20,61,68,Medium,High,Low,Private,High School,65
30,64,81,Low,Medium,Medium,Public,College,68
20,100,61,High,Medium,Medium,Public,College,70
22,71,57,Medium,Low,High,Public,High School,63
13,99,83,Medium,Medium,Medium,Public,Postgraduate,69
19,67,50,Medium,High,Medium,Public,High School,62
24,74,95,High,High,Medium,Public,Postgraduate,71
11,90,59,Low,Low,High,Public,High School,64
21,86,72,Medium,High,High,Public,High School,69
21,83,61,High,Low,High,Public,Postgraduate,71
20,81,61,Low,Low,Medium,Public,High School,63
26,94,92,Low,Low,High,Public,High School,72
22,69,79,Medium,Low,Low,Public,College,66
29,78,66,Medium,Low,Medium,Public,High School,69
14,66,63,Low,Low,Medium,Public,High School,60
21,84,61,Low,Medium,High,Private,High School,68
21,70,78,Medium,Medium,Low,Public,College,65
14,73,87,High,Medium,Medium,Public,College,67
26,79,63,Medium,Low,Medium,Public,High School,66
34,61,67,High,High,Medium,Private,Postgraduate,68
20,64,86,Medium,Low,High,Private,High School,63
23,87,87,Medium,Medium,Medium,Private,College,73
21,77,60,Medium,Medium,Medium,Private,College,66
16,95,69,Low,Low,High,Public,College,67
9,88,93,Low,Medium,Medium,Public,Postgraduate,66
16,60,87,Low,Low,Low,Public,High School,60
12,85,58,Low,Low,High,Public,Postgraduate,67
30,64,69,Medium,High,Low,Public,High School,67
19,91,99,High,Medium,Medium,Public,High School,70
18,100,76,Low,Low,Medium,Public,High School,69
25,81,86,Medium,Low,Medium,Public,Postgraduate,68
13,87,55,High,High,High,Private,High School,67
15,69,92,Low,Low,Medium,Public,College,63
20,78,80,High,High,Medium,Public,College,70
26,94,59,High,Low,Medium,Public,High School,71
23,67,69,Low,High,Medium,Public,High School,67
21,71,54,High,Medium,Medium,Private,High School,64
20,78,89,High,Medium,Medium,Private,College,66
22,88,87,Low,Low,High,Public,Postgraduate,70
21,75,75,High,Medium,Medium,Private,High School,65
14,97,73,Medium,Medium,Low,Public,College,68
20,64,73,High,Medium,High,Public,Postgraduate,65
14,75,52,Medium,Medium,Medium,Public,Postgraduate,65
20,88,68,Medium,Low,High,Public,College,69
17,69,56,Medium,Medium,Medium,Public,High School,63
35,86,59,Medium,Low,Low,Public,College,70
20,67,98,Medium,Medium,Medium,Public,College,64
12,62,63,High,High,Medium,Public,High School,62
19,65,74,Medium,Low,,Private,High School,66
23,97,94,High,Low,Medium,Public,High School,73
30,82,71,Medium,Low,High,Public,Postgraduate,72
16,92,76,High,High,Medium,Private,Postgraduate,68
11,73,58,Medium,Medium,Medium,Private,College,62
25,84,64,Medium,Low,Medium,Private,High School,67
12,80,75,Medium,Low,High,Public,High School,62
17,98,68,Medium,Medium,Medium,Public,High School,72
18,90,52,High,Medium,High,Public,High School,67
20,89,70,Low,Low,Medium,Private,High School,68
24,62,91,Medium,Medium,Medium,Public,High School,65
16,82,56,Low,High,High,Private,High School,79
18,79,51,High,Medium,Medium,Private,High School,66
20,97,56,Low,Low,Medium,Private,High School,68
21,70,84,Medium,High,High,Public,Postgraduate,65
21,71,90,Medium,Low,Medium,Public,High School,67
23,76,52,Low,Medium,Medium,Public,College,67
25,70,94,Medium,Medium,,Public,High School,67
22,65,81,High,Medium,Medium,Public,College,68
23,94,76,Low,Medium,Medium,Public,High School,72
11,82,63,High,Medium,Medium,Public,High School,65
20,94,69,Low,Low,Medium,Public,High School,65
23,93,97,Low,Medium,Medium,Public,College,70
24,71,96,Medium,Low,,Public,High School,67
16,82,81,Medium,Medium,Medium,Private,College,68
16,63,79,Medium,Low,High,Public,College,63
17,97,61,Low,Low,Medium,Public,High School,68
23,76,98,Medium,Medium,Low,Public,Postgraduate,69
26,76,88,Low,Low,Low,Public,High School,66
18,72,69,High,High,Medium,Public,High School,64
25,78,91,Medium,Low,Medium,Public,High School,69
21,70,61,Medium,Low,Medium,Public,High School,62
19,75,61,High,Medium,Medium,Public,High School,65
19,92,90,Medium,Low,High,Public,High School,70
24,93,78,Medium,High,Medium,Public,High School,72
22,72,78,High,Low,High,Public,High School,66
34,79,79,Low,Medium,High,Private,High School,70
15,95,56,Medium,Low,High,Public,High School,67
23,62,67,Low,Low,Medium,Public,Postgraduate,65
17,96,79,Low,Medium,Medium,Private,Postgraduate,68
15,69,62,Low,Medium,High,Public,High School,62
20,87,75,High,Low,Medium,Public,Postgraduate,68
21,83,78,Medium,High,High,Public,High School,69
38,82,97,Low,Low,Medium,Private,College,72
19,94,62,Medium,Medium,Medium,Public,High School,65
13,64,72,Medium,Medium,Medium,Private,Postgraduate,63
22,74,99,Medium,Low,Medium,Public,College,68
8,82,59,Medium,Medium,Medium,Public,College,62
19,92,89,Medium,Low,High,Private,Postgraduate,69
20,69,59,Medium,High,High,Public,High School,65
25,92,93,High,High,Medium,Public,High School,74
26,76,74,Medium,Medium,High,Public,High School,70
17,68,99,High,Medium,Medium,Public,High School,65
19,90,59,Low,High,Medium,Public,College,70
15,64,84,Low,Medium,Medium,Public,College,59
13,81,85,Low,Low,Medium,Private,High School,63
22,63,86,Low,Low,High,Public,College,64
12,74,55,High,Medium,Low,Public,Postgraduate,63
18,84,64,Medium,Low,High,Public,High School,67
14,82,67,Medium,High,Medium,Public,High School,65
23,76,66,Medium,Medium,Medium,Public,College,67
31,77,84,Medium,High,High,Public,,73
12,69,53,Low,Low,High,Public,College,64
9,78,87,Medium,Medium,High,Private,Postgraduate,65
19,98,76,Medium,Medium,Medium,Private,High School,72
20,94,59,High,Medium,Medium,Public,High School,72
21,66,61,Medium,High,High,Public,College,66
17,61,55,High,Medium,Medium,Private,College,62
19,97,73,Medium,Medium,Medium,Private,College,68
22,81,80,Low,Medium,Medium,Public,College,67
26,82,79,Medium,Medium,Medium,Public,Postgraduate,69
8,91,98,Medium,Medium,Medium,Private,High School,67
18,73,65,Medium,Low,High,Public,College,63
21,79,88,Low,Low,Medium,Private,High School,65
14,99,86,Low,High,High,Private,College,71
30,87,53,Low,Low,High,Private,Postgraduate,70
16,66,97,Medium,Low,High,Public,Postgraduate,68
20,65,97,High,Low,Medium,Public,College,65
23,68,70,Medium,Medium,Medium,Public,High School,68
16,91,71,Medium,High,Medium,Public,College,69
9,72,91,Medium,High,Medium,Public,High School,62
17,61,75,Medium,Medium,High,Public,College,62
26,98,90,Low,High,Low,Public,Postgraduate,72
18,67,52,High,Medium,Medium,Private,Postgraduate,64
15,60,63,Low,Low,High,Public,High School,58
26,69,55,Low,Low,Medium,Public,College,66
18,69,73,Low,Low,High,Public,Postgraduate,64
17,77,93,Low,High,High,Private,College,68
21,97,78,Medium,High,Medium,Public,Postgraduate,69
25,95,76,Medium,Low,Medium,Public,High School,71
34,78,68,Medium,Medium,Medium,Public,College,71
25,76,53,Medium,High,High,Private,High School,67
27,82,88,Medium,High,High,Private,High School,71
17,70,79,Low,Medium,Medium,Public,High School,64
14,62,97,High,Medium,Medium,Public,High School,62
20,98,72,Medium,High,Medium,Public,High School,70
21,67,70,Low,Low,Medium,Private,Postgraduate,63
14,68,99,High,High,Medium,Public,High School,66
19,79,57,Low,Low,Low,Public,High School,65
22,80,63,Medium,High,Medium,Public,College,69
22,61,74,Medium,Low,Medium,Public,High School,63
23,66,76,Low,High,Medium,Public,College,64
22,75,77,High,Low,Low,Public,High School,66
17,87,61,Medium,High,Medium,Public,High School,67
17,69,96,Medium,Low,Medium,Public,College,66
13,77,85,Low,Low,Medium,Public,Postgraduate,65
31,82,63,Medium,High,Medium,Private,Postgraduate,72
20,96,65,High,Medium,Low,Public,High School,70
19,73,94,Medium,High,Low,Public,College,67
14,65,69,Low,Medium,,Public,College,64
38,80,78,Medium,Low,Medium,Public,College,72
14,90,56,Medium,Low,Medium,Public,High School,65
17,64,63,Medium,High,Medium,Public,High School,62
22,77,71,High,Low,Medium,Public,High School,67
24,61,83,High,Medium,Medium,Public,High School,64
26,61,64,Low,Medium,Medium,Private,Postgraduate,63
31,79,98,Medium,Medium,High,Public,College,72
23,72,61,High,High,Medium,Public,High School,66
14,94,89,Medium,Medium,Medium,Public,Postgraduate,70
18,84,68,Low,Medium,High,Private,Postgraduate,66
22,78,92,Low,High,High,Public,High School,70
32,76,96,Low,Low,High,Public,High School,67
12,80,59,High,Low,High,Public,High School,64
27,62,75,Medium,Medium,High,Public,,67
21,96,58,Medium,High,High,Public,College,72
25,100,85,Low,Medium,Medium,Public,High School,72
19,67,92,Low,High,Medium,Public,Postgraduate,68
15,65,69,Medium,High,Medium,Public,Postgraduate,64
25,66,70,Medium,High,Medium,Public,High School,66
24,86,60,Medium,Low,High,Private,College,68
26,86,65,Low,Low,High,Public,High School,66
20,94,66,High,Low,High,Private,High School,70
16,90,58,High,Low,Medium,Public,Postgraduate,70
11,78,65,Medium,Medium,,Private,High School,62
25,85,95,Medium,Medium,Low,Public,College,69
23,88,66,Low,Medium,High,Private,College,69
14,81,64,Medium,Medium,Medium,Public,College,66
17,79,69,Medium,Low,Medium,Public,Postgraduate,68
17,86,98,Medium,Low,High,Public,Postgraduate,71
11,82,88,Medium,Low,Medium,Private,Postgraduate,64
15,86,60,Medium,Medium,Medium,Public,College,67
13,85,88,Medium,Medium,High,Public,High School,68
18,89,88,Low,High,,Public,,67
16,86,98,High,Low,Medium,Public,Postgraduate,68
10,81,95,Medium,Low,High,Public,High School,69
32,87,55,Medium,Low,High,Public,High School,71
28,78,73,Low,Low,Medium,Private,High School,68
15,70,85,High,Low,Medium,Private,College,65
22,60,99,Medium,Low,High,Public,College,63
23,82,54,Medium,Medium,High,Public,High School,65
27,84,68,Low,Low,High,Private,Postgraduate,72
15,99,75,Low,Medium,Low,Public,College,67
27,74,71,Medium,Medium,Medium,Public,High School,69
17,76,73,Medium,Low,High,Private,Postgraduate,67
12,68,68,Low,Medium,Medium,Public,College,64
24,63,99,Low,Low,Medium,Public,High School,62
28,91,90,Medium,High,Low,Private,High School,71
36,70,87,Medium,Low,Medium,Public,,70
13,84,71,Low,Medium,High,Public,College,64
24,88,94,Medium,Low,Medium,Private,Postgraduate,69
18,79,55,Medium,Low,High,Public,High School,65
25,95,57,Medium,High,Medium,Private,College,73
11,78,98,Low,Medium,Medium,Public,High School,64
12,71,78,Low,Medium,Medium,Public,Postgraduate,64
15,96,58,Medium,Medium,Medium,Public,Postgraduate,70
20,94,97,Low,Medium,Medium,Public,College,70
16,67,99,Medium,Medium,Medium,Public,High School,64
24,61,94,Medium,Medium,High,Private,College,64
26,64,62,High,Medium,High,Private,High School,66
24,71,64,Medium,Medium,Medium,Public,College,66
30,99,70,Low,Medium,Medium,Public,High School,74
22,82,79,Medium,Medium,Medium,Public,College,69
13,75,100,High,Medium,Medium,Public,Postgraduate,67
28,96,98,High,Low,Medium,Public,High School,73
16,78,96,High,Medium,Medium,Public,Postgraduate,66
25,73,54,High,Medium,Medium,Public,High School,67
29,98,88,Low,Low,Medium,Public,College,75
23,94,94,Low,Medium,High,Public,High School,73
11,94,67,Medium,High,Medium,Public,High School,67
14,80,61,Medium,Medium,High,Public,College,65
28,92,87,Low,Low,Low,Public,High School,71
19,67,55,Low,Medium,Medium,Public,High School,63
20,83,97,High,Low,High,Public,High School,68
25,99,58,High,Medium,Medium,Private,High School,72
24,72,73,Low,Medium,High,Public,High School,67
22,92,99,Low,Medium,Medium,Public,College,71
19,80,99,High,Low,Medium,Public,Postgraduate,67
18,62,89,Medium,High,High,Private,Postgraduate,66
25,91,92,Medium,Low,Medium,Public,High School,72
23,67,98,Medium,Low,High,Public,College,64
18,85,96,Medium,High,High,Public,College,68
26,63,81,Medium,Low,Medium,Public,High School,65
19,98,87,High,Medium,Medium,Private,Postgraduate,74
15,72,80,Medium,Medium,High,Private,College,65
15,69,75,Medium,Low,High,Public,High School,63
14,65,94,Medium,Low,Medium,Private,Postgraduate,65
18,98,87,Medium,Medium,Medium,Public,High School,70
27,88,93,Medium,Low,Medium,Public,High School,71
15,90,55,Medium,Low,Medium,Public,College,66
21,80,79,Low,Medium,High,Public,College,69
16,79,66,High,Medium,Medium,Public,College,67
18,64,76,Low,Low,Medium,Public,High School,64
11,82,81,High,Low,High,Public,High School,67
19,70,92,Medium,Low,High,Public,High School,67
19,99,52,Medium,Medium,Medium,Public,High School,70
23,92,58,Medium,Low,Medium,Private,Postgraduate,71
21,77,96,High,Low,High,Private,High School,68
13,66,98,Low,High,High,Public,High School,65
27,91,53,Medium,Low,Medium,Private,Postgraduate,70
21,65,67,Low,Low,,Public,High School,64
21,68,50,High,Medium,Low,Private,High School,67
20,68,88,Medium,Low,Low,Private,High School,63
17,82,84,High,Low,Low,Public,High School,65
21,91,78,High,Low,High,Public,High School,70
23,73,85,Medium,Low,Medium,Public,College,67
10,63,77,Low,Low,Medium,Private,High School,60
17,79,62,Low,Low,Medium,Public,High School,64
18,90,88,Low,Medium,Medium,Private,High School,65
22,69,89,Low,Low,High,Public,High School,64
27,69,93,Medium,Medium,Medium,Public,College,67
15,98,98,High,Medium,Medium,Private,High School,71
17,98,87,Low,High,Medium,Private,High School,69
17,100,53,Low,Medium,High,Public,High School,70
15,92,51,Medium,High,High,Public,College,69
18,68,87,High,Medium,Medium,Public,High School,69
25,68,53,Low,Medium,,Public,College,64
14,74,66,Medium,Medium,High,Private,Postgraduate,63
23,73,57,Medium,Medium,Medium,Public,College,67
10,98,98,Low,Medium,Medium,Public,College,66
17,92,66,Medium,Low,Medium,Public,High School,69
18,89,53,Medium,Low,High,Private,College,69
30,67,97,High,High,Medium,Public,,69
18,96,80,High,Low,Medium,Public,College,72
7,93,52,High,Medium,Low,Private,High School,65
8,67,92,Medium,High,High,Private,College,63
20,95,58,Low,Low,High,Public,College,69
24,71,90,Low,Medium,High,Private,College,69
22,63,80,Medium,High,High,Private,College,64
21,86,59,High,Medium,High,Private,College,69
27,86,88,Medium,Medium,Medium,Private,Postgraduate,72
17,64,73,High,Low,Medium,Public,College,62
25,73,82,Low,Medium,Medium,Private,High School,66
10,100,93,Low,Medium,Low,Public,High School,65
15,87,63,Medium,High,Medium,Public,College,69
9,89,68,High,High,High,Public,High School,65
18,69,100,Medium,Medium,High,Public,High School,67
20,63,75,Low,Medium,High,Public,High School,63
21,71,78,Low,Medium,Medium,Public,High School,66
20,70,64,Low,Low,Low,Private,High School,61
14,69,71,Medium,Medium,Medium,Public,High School,64
19,68,75,Low,Medium,Medium,Private,Postgraduate,64
11,83,63,Medium,Low,Medium,Public,College,65
28,73,62,Medium,High,Medium,Public,Postgraduate,68
18,93,80,Medium,Medium,Medium,Private,High School,69
17,67,59,Medium,Medium,Medium,Public,High School,61
30,79,78,Medium,High,High,Private,Postgraduate,72
13,61,85,Medium,Low,Medium,Private,College,61
13,79,60,Medium,Low,High,Private,College,66
13,62,87,Medium,Low,Medium,Public,College,60
20,99,68,Low,Low,High,Public,Postgraduate,69
23,92,100,Medium,High,High,Public,College,72
24,80,99,Low,Medium,Medium,Public,High School,69
35,63,90,Low,Medium,Medium,Public,College,71
7,84,67,Medium,Medium,Medium,Private,College,64
24,90,97,High,Low,Medium,Public,High School,71
17,68,100,High,Medium,High,Public,High School,64
16,83,73,High,Low,Low,Public,College,67
16,93,81,Medium,Low,Medium,Private,Postgraduate,67
15,91,50,High,Medium,Medium,Public,High School,66
30,92,52,Medium,High,Medium,Private,College,73
25,95,75,Medium,Medium,Medium,Private,High School,73
20,98,80,Medium,Medium,Medium,Public,College,70
28,76,66,Medium,High,Low,Public,College,70
11,83,55,Low,Low,Medium,Public,Postgraduate,62
12,92,89,Medium,Medium,High,Private,Postgraduate,68
7,88,71,Medium,Low,Medium,Public,High School,65
16,100,82,Medium,High,Medium,Public,High School,73
21,61,83,High,Low,,Private,College,65
21,74,77,High,Medium,Medium,Public,College,66
21,71,59,Medium,Low,Medium,Public,College,64
12,70,81,High,Low,Medium,Public,High School,63
25,69,66,Medium,Low,Low,Public,College,62
21,88,91,Low,Low,Medium,Private,Postgraduate,70
24,63,60,Medium,High,Medium,Public,High School,65
9,90,65,Medium,Medium,Medium,Private,High School,64
22,88,72,Low,High,Medium,Public,Postgraduate,70
13,70,87,Medium,Low,Low,Public,High School,62
18,70,86,Medium,High,Medium,Public,High School,67
23,85,67,Low,Medium,Medium,Private,Postgraduate,66
21,90,76,High,High,High,Public,College,74
15,95,62,Medium,Medium,Medium,Public,High School,69
20,94,89,Low,Medium,Medium,Public,High School,70
11,99,60,Medium,High,Medium,Public,College,68
27,83,91,Medium,Low,,Public,Postgraduate,70
19,96,97,Medium,Medium,Medium,Public,High School,71
27,92,100,High,Medium,High,Public,Postgraduate,73
17,96,93,Low,Medium,Medium,Private,High School,69
17,60,61,Medium,Low,Medium,Public,Postgraduate,61
15,99,71,Medium,Medium,Medium,Public,College,68
25,79,54,Medium,Low,Medium,Private,Postgraduate,66
16,92,58,Low,High,Medium,Private,High School,67
24,65,52,Medium,High,Medium,Public,Postgraduate,64
18,76,82,High,Medium,Medium,Private,College,67
8,71,77,Medium,High,Medium,Public,High School,61
17,72,96,High,Low,High,Public,High School,65
13,65,73,Medium,Low,Medium,Private,Postgraduate,62
20,92,82,Medium,Medium,Medium,Public,High School,69
13,60,70,Medium,Medium,Medium,Public,College,61
26,73,91,Medium,Low,Low,Public,High School,69
19,67,96,High,High,Low,Public,College,64
19,84,72,High,Low,Medium,Public,High School,65
24,70,54,Low,High,Medium,Public,High School,64
26,70,58,Medium,Low,Low,Private,Postgraduate,68
20,80,86,High,Low,Medium,Private,High School,67
15,86,66,Low,Medium,High,Private,College,68
9,65,89,Medium,Low,Medium,Public,High School,61
16,67,87,High,High,High,Public,College,69
16,70,85,High,Medium,Medium,Private,High School,64
21,99,91,Medium,Medium,Medium,Public,College,74
18,76,88,Low,Medium,Medium,Public,College,66
24,84,82,Medium,Medium,Medium,Public,High School,68
16,70,50,High,High,Medium,Private,Postgraduate,65
20,80,76,Medium,Low,Medium,Private,College,66
27,63,80,Medium,Medium,High,Public,High School,66
22,61,98,High,High,Low,Private,College,65
20,79,83,Medium,Low,Medium,Private,College,67
16,76,79,Medium,Low,High,Public,Postgraduate,65
16,65,77,Medium,High,High,Public,High School,63
15,88,55,Medium,High,High,Private,High School,67
17,100,71,Low,Low,Medium,Public,High School,70
25,76,57,Low,Medium,Medium,Public,Postgraduate,68
19,85,53,High,Medium,Medium,Public,College,66
12,99,66,Low,Medium,Low,Private,Postgraduate,67
31,93,82,Low,High,High,Private,High School,72
22,79,93,Medium,Medium,Medium,Private,High School,68
12,89,91,Medium,Low,High,Public,High School,66
17,65,65,Medium,High,Medium,Private,High School,62
21,80,52,Medium,Low,Medium,Public,High School,65
30,71,70,Low,Medium,Medium,Public,High School,67
13,66,66,Low,Medium,Medium,Public,College,62
26,77,69,Low,High,Medium,Public,High School,66
28,65,78,High,High,Medium,Private,College,67
16,88,52,Medium,High,High,Public,High School,68
18,78,69,Medium,Medium,Medium,Public,Postgraduate,66
14,81,78,Medium,Medium,Medium,Private,College,68
19,66,72,Medium,Low,Medium,Public,High School,62
20,66,83,Medium,Low,,Public,College,64
24,83,59,Medium,Low,Medium,Public,High School,68
27,99,58,Low,Medium,Medium,Private,Postgraduate,71
16,64,65,Medium,Medium,High,Public,High School,63
8,71,55,High,Low,High,Public,College,62
20,95,62,Low,Low,Low,Private,College,69
22,63,54,Medium,Medium,Medium,Private,High School,62
21,95,70,Medium,High,Medium,Public,High School,71
18,81,86,Medium,Low,Medium,Public,College,69
21,76,64,Low,Medium,High,Private,High School,66
29,72,50,Low,Low,Medium,Public,High School,64
22,72,78,Low,Low,High,Public,Postgraduate,65
18,72,85,High,High,High,Private,High School,68
17,95,70,High,Low,Medium,Public,High School,69
19,89,65,Low,Low,Medium,Public,Postgraduate,68
30,87,75,Low,Low,Low,Public,College,71
19,92,55,Medium,Medium,Medium,Public,High School,66
20,70,82,Medium,Low,High,Private,High School,65
17,85,87,Medium,Low,Medium,Private,,68
27,78,85,Medium,High,Medium,Public,College,72
32,91,66,Medium,Low,High,Public,Postgraduate,75
23,72,92,Low,High,Medium,Public,College,67
20,86,97,Low,Low,Medium,Private,High School,67
20,95,65,High,Low,Medium,Public,College,70
6,76,63,Medium,Medium,Medium,Public,College,64
24,63,85,High,Low,Medium,Private,High School,65
21,81,85,Medium,Low,High,Public,Postgraduate,68
23,74,76,Medium,Medium,Low,Public,College,67
16,87,96,Medium,Low,High,Public,College,66
18,98,57,Low,High,Medium,Private,Postgraduate,69
18,79,74,Low,Low,Medium,Public,High School,64
26,79,52,High,Medium,Medium,Public,Postgraduate,68
18,86,53,Low,Low,High,Private,High School,68
32,64,53,Low,Low,Medium,Private,College,65
23,70,75,Medium,High,Medium,Public,High School,65
12,97,79,Medium,Medium,Medium,Public,High School,65
19,87,50,Low,High,High,Public,High School,67
16,61,82,Medium,Low,Medium,Public,High School,63
7,68,74,Medium,Low,High,Public,High School,62
30,87,61,High,Medium,High,Private,High School,73
24,91,51,High,Medium,Medium,Public,High School,72
23,94,58,High,Low,Low,Public,High School,71
21,72,80,High,Low,Medium,Public,High School,67
12,97,83,Medium,Low,Medium,Public,College,66
17,82,82,High,Medium,Medium,Private,High School,68
25,88,58,Low,Low,Medium,Public,Postgraduate,70
14,84,96,Medium,Low,Medium,Private,Postgraduate,66
5,65,71,Medium,Low,Medium,Private,College,56
19,99,88,High,Low,High,Public,High School,71
19,65,58,Medium,Medium,High,Private,Postgraduate,64
21,70,74,Low,Medium,Medium,Public,Postgraduate,65
24,93,76,High,Low,Medium,Public,High School,70
24,85,89,Medium,Low,Medium,Public,Postgraduate,70
22,94,81,Medium,Medium,High,Public,High School,71
27,81,70,Medium,Low,Medium,Public,High School,70
11,75,64,Medium,Low,Medium,Public,College,62
23,97,99,Low,Low,Medium,Private,High School,72
24,61,64,Low,Low,Medium,Private,High School,62
13,94,56,High,Low,High,Public,College,67
11,69,65,Low,Low,Medium,Public,College,58
16,94,66,Medium,Medium,High,Public,College,69
16,66,56,Medium,Low,High,Private,College,60
25,83,85,High,Low,Medium,Public,College,72
16,96,81,Medium,Low,Low,Public,High School,66
15,79,66,Medium,Low,Medium,Public,College,66
16,90,100,Low,High,Medium,Private,High School,69
27,92,83,Low,Low,Medium,Public,College,70
20,89,85,Medium,Medium,High,Public,Postgraduate,70
19,97,78,Low,Medium,Low,Private,College,70
19,78,78,Medium,Low,High,Public,College,67
28,67,51,Medium,Medium,Medium,Public,High School,67
16,62,89,High,Medium,Medium,Public,High School,59
28,70,96,Low,Medium,Medium,Private,,67
21,66,56,Medium,Low,Medium,Private,Postgraduate,65
19,82,90,Medium,High,Medium,Public,College,68
35,67,77,Low,Low,Medium,Public,College,71
14,62,64,Medium,Low,Medium,Public,College,61
18,61,96,Medium,Medium,Medium,Public,High School,63
13,93,51,Low,Low,High,Private,High School,67
26,84,64,Medium,Medium,High,Public,College,69
30,74,94,Low,Medium,Medium,Public,High School,70
30,96,74,High,Low,Low,Public,High School,69
27,63,80,Medium,Low,High,Public,High School,66
19,99,87,Low,Medium,Medium,Public,High School,70
18,85,57,Low,Medium,High,Public,Postgraduate,67
10,67,61,Medium,Low,High,Private,High School,61
32,87,100,Medium,Medium,Low,Private,Postgraduate,74
23,91,62,Low,Medium,High,Private,College,70
17,77,77,Low,Medium,Medium,Private,High School,66
28,94,65,High,Low,High,Public,High School,73
14,66,93,Medium,Medium,Medium,Private,High School,62
22,71,98,Low,Low,High,Public,High School,65
19,64,57,Low,Medium,High,Private,High School,62
24,68,80,Medium,Low,Low,Public,Postgraduate,64
20,70,91,Medium,Low,Medium,Public,High School,63
11,97,91,Medium,Medium,Medium,Public,High School,69
20,63,72,Low,Low,High,Public,Postgraduate,63
26,77,61,Medium,Low,Medium,Public,College,67
20,81,69,Medium,Medium,Medium,Private,High School,65
25,96,88,Medium,Low,Medium,Private,High School,71
14,100,100,Medium,Low,Medium,Public,Postgraduate,71
20,90,78,High,Medium,High,Public,Postgraduate,69
16,99,60,Medium,Low,High,Private,Postgraduate,71
24,91,52,Medium,Low,Medium,Public,High School,68
20,99,97,Medium,Low,Medium,Public,High School,70
24,88,74,Medium,Low,High,Private,Postgraduate,71
27,63,86,Medium,Medium,Medium,Public,Postgraduate,68
24,76,83,Medium,High,Medium,Private,High School,69
22,86,95,Medium,Medium,Low,Private,College,71
14,74,63,Low,Low,High,Private,College,63
20,71,72,Medium,Medium,Medium,Public,Postgraduate,66
17,83,96,Medium,Low,Medium,Public,College,67
18,97,79,Medium,High,Medium,Private,High School,71
18,61,54,Medium,Medium,Medium,Public,College,59
14,91,60,Medium,High,Medium,Public,High School,67
8,89,62,Medium,Medium,Medium,Public,High School,66
16,99,100,High,High,High,Public,High School,72
21,97,61,Low,Low,High,Public,Postgraduate,70
12,90,93,Low,High,Medium,Public,High School,68
20,81,54,Low,Low,Low,Public,College,63
31,68,59,Medium,High,High,Public,Postgraduate,69
26,82,94,Low,Low,Low,Private,High School,67
30,91,95,Low,Medium,High,Public,College,75
22,96,59,Medium,Medium,High,Private,High School,67
27,92,61,Medium,Medium,High,Private,Postgraduate,74
16,68,77,Medium,Medium,High,Public,Postgraduate,66
16,84,53,Medium,Low,Medium,Public,High School,65
4,73,97,High,Low,High,Public,High School,60
27,60,68,High,Medium,Medium,Private,High School,63
29,68,74,Low,High,High,Public,Postgraduate,69
17,65,55,Medium,Medium,Medium,Public,High School,64
18,94,52,Medium,Medium,Medium,Private,College,68
15,70,73,Low,Medium,Low,Public,,63
22,71,56,Low,Medium,High,Public,Postgraduate,65
27,98,82,Medium,High,Medium,Public,High School,74
10,75,90,Medium,Low,Medium,Public,Postgraduate,65
22,60,52,Medium,Low,Medium,Public,High School,61
18,71,81,Medium,Low,High,Public,High School,66
21,65,91,High,Medium,High,Public,High School,67
23,64,72,Medium,Low,High,Public,College,66
19,63,98,High,High,Medium,Private,Postgraduate,69
19,84,56,Low,Low,Medium,Public,High School,65
19,68,66,Medium,Medium,Medium,Public,High School,65
26,74,62,Medium,Low,Medium,Private,High School,66
23,94,100,Low,Medium,High,Public,Postgraduate,73
21,77,65,Medium,Low,High,Public,High School,64
12,97,69,Low,Low,High,Public,High School,67
18,80,92,High,Medium,High,Private,College,67
25,76,96,Medium,Medium,Medium,Public,High School,68
20,90,97,Medium,High,High,Public,College,71
24,63,78,Medium,Low,High,Private,High School,64
31,64,83,Medium,Medium,Medium,Public,High School,67
26,86,67,Medium,Low,High,Private,High School,68
21,79,80,High,Low,High,Private,College,67
17,92,65,High,Medium,High,Public,College,70
5,97,87,Medium,Medium,Medium,Private,High School,64
19,76,65,Medium,Low,Medium,Public,High School,63
18,84,94,Medium,High,Medium,Public,High School,71
22,80,57,Low,Low,Medium,Public,Postgraduate,64
19,99,79,High,Medium,Medium,Private,High School,70
18,93,76,High,Low,Medium,Public,College,70
9,96,63,Medium,High,Medium,Private,High School,67
14,70,51,Low,Low,High,Public,College,62
23,91,57,Low,Low,High,Private,High School,69
30,71,98,Low,High,Medium,Public,High School,69
19,68,97,Low,Low,Medium,Public,College,62
22,98,56,High,High,Medium,Private,College,70
26,61,69,High,Medium,High,Public,High School,66
15,99,73,Low,Low,Medium,Public,High School,69
